,addcode,Group,Bin,Subj_ID,daycode,Cue1,Cue2,Group_ID,ReappSuccess,Condition,score,response
213,ZCQ3017,Z,CQ,3017,1,LOOK,LOOK,LOOK,,RegNeg,,
214,XBR1018,X,BR,1018,1,CHANGE,LOOK,OBJ,0.3333333333333335,RegNeg,3.6666666666666665,"this is a part of the body that has been cut open and there is blood everywhere. . There is a man wearing a wife beater and is looking away when the woman is grabbing him by his s. There is a little boy hiding in the closet while his mom is lecturing him about something. The boy is listening to his mom. She has no shoes on. there is a couple fighting, and a little girl holding a teddy bear is watching them. the couple is unaware of the girl w. there are two men in business suits and one man is grabbing the other by his blazer. the man being grabbed looks uncomfortable and the man grabbing. there is a girl who has half her face destoryed and is probably dead. she is laying on a. There is a blonde middle-aged woman throwing rose petals in front of a brunette man/boy. The woman is looking. there are two woman talking and one woman is has her hands holding her head while the other woman is looking a. there is a woman and man and the woman is holding the man up by his blazer. she is screaming and her hair is very messy. the man looks afriad by her.. there are two people in a conversation, a man and woman, and the woman is telling the man something and the man is listening to her. the man is in a dominant pose with his hand. "
215,YBR2018,Y,BR,2018,1,CHANGE,LOOK,FAR,1.2,RegNeg,1.8,"at that time there was a large cut where you could see the organs. in . in the other place she was upset and grabbed his shirt. he looked away then because she was angry at the time. when he was younger he was scolded by his mother in that old house. he would hide in closets. at that time her parents were having a fight , her mother was upset about something and her fther was not listening much. she was ner. at that time they had a fight and he held him by his lapels. he was nervous but his ar. at that time she had her head bashed in. it was a different place where the bedsheets were all bloodied. at that other place she threw rose petals in the air and he was looking at them. . She was upset about something, and she was smothered. The other woman was frustrated at that time too. She was trying to expla. at that time she was frustrated with him. they had a fight and she grabbed his collar. he was start. at that old place they had an argument. it was a long time ago and she was trying to tell him something getting frustrated. he wa. "
216,XBR1018,X,BR,1018,2,CHANGE,LOOK,OBJ,,RegNeg,,"There is a little boy crying at something and there is an older man holding him. There seems to be 3 people in the picture. The man holding him h. There is a a baby that is being buried and the child looks very dirty and there is a na. There is a rather young man holding a gun in his hand and pointing it at the camera. The man is staring directly into the camera and . There is a man hholding a gun to his head about to pull trigger or at least has his finger on it. or 
someone else has a gun to his head.. There is a white man with a gun pointing at a black man driving in his car. The white man is screaming at the black man from outside the car and is reaching into the window. they are under a . There is a group of young people that is attacking a car. one has a gun and two have bats/sticks. there is one man trying to open the door on th. There is a man that has been injured and has blood over his clothes. There are various solders directing him with one pushing him a certain way and pointing th. There is a man with a sock cover on his face. with guns on his bed. . There is a police woman looking into a room/crime scene with a man dead on the floor thats been shot in his heart. there area is very decayed. There are two police officers holding down a man and there is a woman and her child running away. the child has fear in her face or is crying. the other man is. "
217,XAQ1017,X,AQ,1017,2,LOOK,CHANGE,OBJ,0.9000000000000004,RegNeg,4.1,A hand lies on a surface. It has been separated from the body. It has lost cirul. A man bleeds. He has professional clothes on. the blood seems to be coming from his upper extremities. Teh. A knife is pictured. A fist is clenched around it. The knife is in motion. The wielder is in black. The . A lady who is smoking a cigarette as she star. A man has his am around the woman. They are entering a van. The woman is being pulled in. The van is large. The . A man has his hand around a woman. He is in motion. She moves away. She wears . A knife is against a woman's . A woman is in motion. A man is in front of her. she is going back. He is more stationary. . A masked human looks onward. Their features are covered except for the eyes. The nos. Somebody's limb has been totally seered and is undergoing whatever . 
218,ZCQ3017,Z,CQ,3017,2,LOOK,LOOK,LOOK,,RegNeg,,
219,XBR1018,X,BR,1018,3,CHANGE,LOOK,OBJ,-1.4722222222222223,RegNeg,6.222222222222222,"there is a newborn/very young baby with many wires/tubes. the baby hashis eyes clothes and soemone is touching his hand with their fi. there is a dead body with his stomahc open and blood all over. the body is white as if it has been left out for a while. . there are a bunch of bodies that have been burned and are bloddy. there are two women and maybe a man. the . there is a body on a hospital bed that is completely burnt and bloody. the stomach looks enlarged so the person could be pregant. there is a man that is injured and bloody laying on a bed of cloth. he is missing his eye and has stiches on his body. he also has a tube sticking ou. There is a broken hand above a pool of blood. the hand is missing fingers. . there is a body that has a surgery scar above the vagine.. there is a skinny man in a hosptial bed holding on to something. he is tubbed up and has a scar/bandae over his . there is a black woman with her left breast very diseased looking or it has been burnt since the skin is very dark. there is a young child that is covered in bandages around his head. there is blood on his face that looks dried. someone is holding his face, someone old due t. "
220,XAQ1017,X,AQ,1017,3,LOOK,CHANGE,OBJ,1.655555555555555,RegNeg,4.444444444444445,This child is skinny. They are being held. They have bags attached to their body. A man is being held at gunpoint on a subway. The cars are in motion. The man attacking is speaking. . A man wears a ski mask. He is making a stabbing motion. he wears a windbreaker. It is blue and white. He has blue eyes. . A woman has her head going backward. A man is in motion (his hand is). She . There is a knife. A man holds the knife. There is a woman. They look familiar. He wears a silver watch. He also has a . The knife is pressed against her neck. Her head is tipped back. He is gripping the knife with force. Her . A long blade is against this man's neck. He is scratching his chin. He wears a red bag on his neck. He holds a b. A lady has a gun at her face. The man holds her hair. The watch he wears is silver. He is calm. She is blonde. The wears bl. A woman grimaces. A man is being blocked. He is speaking. He has blc. A lady remains behind a  chair. A gun is pointed to the left of her. This is her kitchen. She wears red. Her assailant is not pictured. . 
221,ZCQ3017,Z,CQ,3017,3,LOOK,LOOK,LOOK,,RegNeg,,
222,XBR1018,X,BR,1018,4,CHANGE,LOOK,OBJ,-1.155555555555555,RegNeg,5.6,"there is a bloody face and the person is probably dead due to the injuries . there is a big nose. there is a diseased and most likely dead baby/child. the child is blue and is covered in black and red spots. the child is also . there is a man twith his head very bloody and blood is splattered everywhere as if he has been shot or attacked. he is laying in a bed. . there is a man that is coverd in blood and his skin is burnt off in varous places  . There is a man showing the side of his face and it looks like hes been burned or in a fire due to the scaling of his skin. . There is a dead body that has been burned or some type of disease or defect. the raw skin layer is shwoing and there . there is a man with many issues on his face that could be from a disease or attack like acid attack,. he. There is a woman with blood and bruises on her face, especially her left eye area. she is holding a cigarette and is facing something/someone. . there is a black boy that has half his cheek cut off and shows his teeth and bones. the child might have. there is a little boy getting a tooth cleaning with a dentist or just getting his teeth chcked. he has a face of uncomfortableness. "
223,ZCQ3017,Z,CQ,3017,4,LOOK,LOOK,LOOK,,RegNeg,,
224,YBR2018,Y,BR,2018,2,CHANGE,LOOK,FAR,1.1888888888888887,RegNeg,2.111111111111111,"at that time he was crying, the man behind him seemed unhappy and like he was saying something. the boy was crying in that other place, . at that time they had to bury a dead baby, the eyes were covered in dirt and the l. at that time, the man had a gun, he was pointing it straight ahead and staring at the person. he seemed. at that time he held a gun to his head. in that other place he was by himself and had his finger on the trigger. he was in a dark place at that time. at that time, he was held at gunpoint by a man in glasses. the man in glasses was yelling at the man in the car. the man in the car was scared a. at that time there were people surrounding the car, they were holding baseball bats, they were yelling at the driver and they looked . in that place, there were soldiers running after a man with a bleeding shoulder. the man with the bleeding shoulder seemed like he was af. this man is in a bedroom with lots of guns, his face looks plain and peaceful, he has a mask on. he . at that time the police officer walked into the crime scene. there was a body on the floor and the police officer didn't notice it, she. there were cops over there, and the mother with her child was afraid, her daughter was also scared and she was crying. the . "
225,XAQ1017,X,AQ,1017,4,LOOK,CHANGE,OBJ,1.5999999999999996,RegNeg,4.4,An officer carries a walkie talkie. A man opens his mouth below. There are people seen through a window. The officer. An officer points at a man. A little girl opens her mouth wide. There is a white truck in focus. There a. A man is gagged. He looks at a man in a suit. The officers stand behind them. The duct tape is silver. Th. People are in a truck bed. They sit across from each other/side by side. Tehy have bowed their heads down. Many wear fur hats. . People are in a ditch. They are mostly men. They wear hats. There is a rifle pointed toward the ditch. The people are huddled toget. There is a fire. There is a man crouched down. There is another man hovering next to the. There is a car. It has falllen. There are firefighters surrounding it. There are 9 of them. There are. a car has flipped over. A rescue crew works. The people pull a person out. Their are lights around. It is a. There is smoke coming out of a house. Fire fighters carry a woman. They are completely suited up. The . a woman and man wade through the water. They hold hands. The girl rides the man's shoulders. The water has waves. . 
226,YBR2018,Y,BR,2018,3,CHANGE,LOOK,FAR,-0.9555555555555553,RegNeg,4.555555555555555,"the baby was in the chamber at that other hospital a long time ago. there were breathing tubes, and a hand was . the dead body was naked and covered ni wounds. it was mutlated and dirty. there was a large gash . at that time there were lots of dead bodies piled up. in that place they had their clothes torn, and they were in the street.. at that time the body was on the sheet, there were deep cuts, and the skin was mostly c. in that other hospital the man was bleeding, and he was lying on the bedsheets. it was a long time ago, . in that other place her hand was mutliated, she had her fingers broken and cut into pieces, there was a bu. there is a woman with a shirt and no pants on. she has a scar across her stomach. she is lying on the be. at that time he seemed in pain, he was emaciated, and had an iv in his arm. he was holding onto a bar in tha. at that time she had a large tumor, there was a lot of discoloration and inflammation. in that place she was lying down on the . at that time the child had bad injuries and had gauze wrapped around his face. in that place, the chi. "
227,XAQ1017,X,AQ,1017,5,LOOK,CHANGE,OBJ,,RegNeg,3.7,"A woman looks to the bottom left corner. A man looks at her. She is wearing yellow. He is wearing blue. her fingers are on her temple. His . A man is missing his right eye. His lef eye is bruised. his top lip is split. There is blood. There is. There are pills spilling out of a bottle. A lady lies next to the bottle. Her face is not visible. The pills are orange, yellow, . A man with a beard looks at the camera. His forehead is wrinkled. A lady has her mouth . a girl has her hand in her face. A boy sits next to her against the couch. The wall is yellow. The couh. A child is hooked up to machinery. Their parent is holding them. They stare at the machinery. The parent looks down at the child. . a man looks to the bottom left. He is wearing a button up. A woman wears a black turtle neck. Her hands are held up. She has hae. A girl has her hand over her forehead. She wears grey. A lady sits next to her. men push a gurney. There is a guy holding the IV. They are running. The tarps behind them are green. The pav. A man has a scraped face. A woman holds onto him. They are both looking down. They both where jackets. They are . "
228,YBR2018,Y,BR,2018,4,CHANGE,LOOK,FAR,-1.333333333333333,RegNeg,3.7777777777777777,"at that other place her nose was broken and bleeding, she wasy l. the face was so swollen there were no discernable eyes. there was intense bleeding in the eye and s. at that time he had been shot in the head. in that other bedroom there was blood splattered over the wall and the pillow. at that time he had many abscesses and was sleeping on the bed in that other place. his eyes were closed, his skin was very red and infla. at that time his skin was flaking off, he had a bad disease in that other place . he was staring ahead and looked unob. at that time she was covered in blood, and in that place the bedsheets were getting stained. at that time she looked l. his face had been disfigured, his lips were curled in and his skin was peeling. his eye was bl. at that time she had cuts all over her face, she was smoking a cigaratte. she seemed upset and in pain in that other place her elbow wa. at that time the boy's cheek was torn open, he had been staring ahead and in that place he was st. at that time he was at the dentist, when he was a kid he was angry about going to the dentist. in that office the dentist took a. "
229,ZCQ3017,Z,CQ,3017,5,LOOK,LOOK,LOOK,,RegNeg,,
230,XBR1018,X,BR,1018,5,CHANGE,LOOK,OBJ,-1.1333333333333333,RegNeg,4.8,"There is a young boy laying on a bed with towels on him and his face has been cut open, specifally his right side temple and eye area. the fle. there is a little child covered in blood from his face to his body. his skin looks like it has been burnt and his mouth busted open due to the c. there are two people sitting far away from each other on the same bed and they are looking away. one is a woman and the other a male. they are wearing outsi. there is the body of a woman that looks like she has been burnt by fire or some type of acid. her body is gr. there is an asian woman pointing her finger at an asian male sitting in a dining table. the man is looking at her with a face . there is a man with blood all over him, especially his throat where it looks like it has been cut. the blood is still fresh wjile some parts are dried. there is a man laying in a hospital bed with many wires attached to his body/chest and nose/mouth. the mans face is covered in blood and his faci. there is an old man with sowllen and potentially infected skin below his eyes/eyebaf area, his eyes are teary . there is a middle aged woman with a bruised left eye where her eyeballs are red and the skin is brown/black, she has a scar below her right eye. there is a very skinny man laying in a hospital bed with a tube or oxygen mask to his nose. his eyes are . "
231,YBR2018,Y,BR,2018,5,CHANGE,LOOK,FAR,-1.0,RegNeg,3.6,"at that time he had a large gash across the face, he was lying on a bed in that other place, his eyes were shut and bloody, at that time he was . in that far away place there was a child with injuries all over their face and body. they were looking to the side at that time. the. back then they were having a fight. they were sitting apart in that other house. they were not looking at each other. their arms were folded. at that time there was a body with black lips, she was looking up and her face was frozen at that time. over the. at that time she was upset with him, she was scolding him. he seemed annoyed, he was leaning away, he was sitting a. at that time there was a person with a lesion across their throat. they were lying on the bed in that other hospital and there was bl. in that other place there was a person with a completely disfigured face, there was blood everywhere at that time, there was an eye hangin. at that time there were large pouches under the eyes and they seemed infected. in that other place she was standing. the. at that time she had a black eye and her eye was red. she had a cut beneath her other eye and she was sitting in that other house in f. at that time the man was emaciated, he was lying on a bed in that other hospital, with a breathing apparatus. he was not conscious then,. "
232,XAS1019,X,AS,1019,1,LOOK,CHANGE,OBJ,0.6666666666666665,RegNeg,2.888888888888889,"A man is being held down by a police officer while people behind a window of some kind watch. They look dis. A little girls stands in front of a car with an open front driver's door. A man looking at her is motioning for h. A man wearinf red or orange with duct tape fully covering his mouth leans threateningly toward a man in a suit. Two uniformed men stand behind hi. Several men are shown in what appears to be the back of a truck; They are all wearing hats and their hands are bound above their heads to the side of the truck. The. Many men sit in a ditch and seem to be huddled togethe. Most of them are wearing hats. They are in a dir. A man is on fire and leans down toward the ground while another person holds something up to him, not ge. Several firemen stand around a car that is turned on it's side against a post. Some civilians stand nearby, watching. . A car has flipped upside down, and several firemen stand around it. A woman wearing pink is on a stretcher, presumably just having been taken from the car by som. Three firemen help remoa naked and seemingly unconscious woman from a building.. A man and woman stand in water that comes to their chests. The man holds a little girl on his shoulders. The wo. "
233,YAS2019,Y,AS,2019,1,LOOK,CHANGE,FAR,0.23333333333333317,RegNeg,1.6666666666666667,there is a police officer. he appears to be holding a man. the police officer has a walkie talkie on his belt. his . a girl was on the ground. so was a woman. a girl was standing in front of a tr. a man had duct tape around his head. the 4 people were in a court room a long time ago far from here. there are two. there are 5 people shown. there may be more people. these people were chained up a long time ago. they were locate. there were many men in a ditch a long time ago. the ditch was far from here and deep. the men were wearing hats a long time . a man was on fire a long time ago. this occured in a place with grass far from here. . this car wreck happened a long time ago. there are 3 or 4 people in the back and many firefighters. the car is next . the car was flipped over a long time ago. there are firefighters at the scene. a person is being put on a . a firefighter is holding a woman in a picture taken a long time ago. the smoke on the roof was there a long time ago.. 3 people are in water. a girl is on a man's shoulders/ the two adults are waist deep in water. they are walking tog. 
234,XAS1019,X,AS,1019,2,LOOK,CHANGE,OBJ,1.8000000000000003,RegNeg,2.4,"A small baby is shown, It looks skinny and might be a newborn. It is in a hospital and i. A man wearing all read holds a gun to another mans head. The victim is wearing all white. They are on a train or subway of some kin. A man in a blue and white track jacket and a black ski mask is holding a knife, maybe moving it, in front of his face. His e. A man appears to have just slapped a woman across the face. She is blonde and is wearing makeup and earrings; he has dark hair an. A man is holding a knife to a woman's throat. One of his hands is covering her mouth. She is wearing a bl. A man holds a knife to a woman's throat. His other hand is covering her mouth. She is blonde and wearing ablack dress. The knife seems to just barely. The man has a knife to his throat and is holding a light of some sort. His face appears s. A man holds a gun to a woman's right cheek. His other hand holds the hair at the back of her head so she can't move. T. A woman is looking away from a man that she is pushing away from her with one arm. He is trying to speak to her. H. A woman in a red sweater stands in teh middle of a room. It appears to be a small kitchen area, as there is a sink with dished in the background. She is also . "
235,XAS1019,X,AS,1019,3,LOOK,CHANGE,OBJ,0.6000000000000001,RegNeg,2.5,"A little boy in a bright red shirt site between a man and a woman, both wearing black shirts and jeans, who are yelling at one another. The . A baby girl is crying and sitting in some kind of chair, which is yellow. She is wearing a la. Two hands grin a gun and point it directly forward. The person's nails are long and they are wearing a watch. The gun is bla. A single hand hols a small black revolver. The person is wearing a black long-sleeved shirt and standing in froont of a blue background. Only the . Two people are barging through a doorway, with one holding a gun pointed into the doorway. They are wearing long sleeved shirts and pants.. A small boy wearing a white sheet as clothing is running from a man holding a gun, which. A man is holding a gun and looking to his right. He is crouched down. He is wearing a white bandand around his lower face. He is also wearing jeans and a brown shirt. . Three man are in view. One is wearing shades and a backwards baseball cap, one in the middl eis wearing a bandana and holding a gun toward the carema, and the thir. A man holds a gun with his right hand and points it at something off-screen. He is wearing sunglasses and a denim jacket over a white shirt. . A man points a gun toward the camera. He is wearing a camo hat and vest. He has an earring in his left ear. The gun is a sniper. "
236,YAS2019,Y,AS,2019,2,LOOK,CHANGE,FAR,2.2,RegNeg,1.7,"the baby was skinny a long time abo. the baby was connected to medical equipment in a place far away from. the man had a gun against his head on a subway far from here. this happened a long time ago. he had an afro and was wear. the man had a ski mask on a long time ago. his ski mask only showed his eyes far away from here. he wore a blue jacket a long ti. the woman was hit a long time ago. this happened far from here. the woman had curly hair. . the man was holding a woman a long time ago. he covered her mouth a long time ago. this happened far away from here. he he. the woman had a knife against her neck a long time ago. the incident happened far from here. she had earrings on . the man had a lit match stick a long time ago. when he had a sword pointed at his head, this happened far away from. the woman had a gun against her head a long time ago. this incident happened far away from here. the man used to have a watch on his wri. the woman is pushing another person away a long time ago. she was grimacing far away from here. the pictur. there was a gun pointed in a far away place. the dishes were a mess a long time ago. two people were in this picture . "
237,YAS2019,Y,AS,2019,3,LOOK,CHANGE,FAR,1.2999999999999998,RegNeg,1.0,two adults argued a long time ago. the argument happened far away from here. a child held his hands over his . the baby was in a chair a long time ago. the baby cried in a room far from here. the baby looked upset a long time ago. the w. the person was holding a gun pointed somewhere far from here. the person had long fingernails a long time ago. the person was wearing a watch on their left hand a long tim. a person had a gun in his hand a long time ago. the gun was located somewhere far from here. the person wore all black a long time ago. . two men were wearing black shirts and jeans far away from here. they broke down a door a long time ago in a building far away from here.. A child is running. a man is holding a gun. he is behind a bush. . a man was holding a gun a long time ago. his handkerchief covered his face a long time ago. he was crotch. 3 men were in front of a fence a long time ago. one man was wearing glasses and a cap backwards a long time ago. they were standing in. a man the gun a long time ago. this happened far away. he was . a man had a rifle pointed at teh camera in a place far from here. the man wore camo a long time ago. the outfit had no . 
238,XAS1019,X,AS,1019,4,LOOK,CHANGE,OBJ,0.10000000000000009,RegNeg,2.5,"A woman in a yellow shirt is looking down and to her right; she is annoyed. Her hand is to her temple. A man behind her shouts at her while gestur. A man's face has been badly hurt. His left eye is bruised and his right eye is missing or gashed. Two hands hold his face ina. A woman lies on a white surface, her hand near a spilled bottle of pills. A man in the background is sitting in her direction and might be crying in to his hands. She i. A man looks directly at the camera while a woman yells at him in the background. She has red hair and is wearing lipstick; he is wearing a collared shirt and has gre. A woman holds her head in one hand and looks forward, sitting on the edge of a counch. A young man slouches in the same couch behind her, looking at something t. A man holds a baby girl in his lap. She is hooked up to a machine near them. He is wearing a blue and w. A woman screams while facing upward and gesturing with her hands in exasperation. A man looks away from her with his arms crossed. They are both wearing. A woman has her head in her left hand, looking down. She is wearing a grey shirt. Another woman is looking at her, s. A man with bandages all over his legs and a red blanket over the top half of his body is rushed somewhere on a stretcher but three other men. One is holding an IV drip, probably . A man with a slightly scraped face is being consoled by a woman. She has blonde hair. He is wearing a green shirt and blue jacke. "
239,XAS1019,X,AS,1019,5,LOOK,CHANGE,OBJ,0.5,RegNeg,3.3,"A severed hand is shown. The hand is curled. The wrist is severed with arm bones poking out. The . A man in a white button down shirt and red patterned tie has a head injury. There is blood on his shirt and face. His mouth is . A hand holds a knife and is moving it. It is being held in a downward position. It is small and silver. The person is wearing a black shirt. The . A blonde woman looks at the camera. Her makeup is smeared and she holds a cigarette in front of her. She is wearing wh. A man is holding a woman in one arm and holding her inside a van. He is wearing blue; she is wearing red s. A man in a red shirt holds the throat of a young woman in blue and white tie-dye. She may have just been slapped by his other hand; he. A man holds a short silver knife to a woman's throat. He is wearing black and black gloves, she is wearing a blue and yellow collared shirt. Her head . A woman's head is thrown backwards. A man wearing black stands in front of her and appears to have moved his arm near her, perhaps hitting her face. He. A masked head is shown. The mask is moslty grey with two white spots where eyes should be. There may also be an openi. A man in red holds a knife to a tigers throat. The animal is likely dead. Its blood is draining onto a large bucket being held by oanother person below. "
240,YAS2019,Y,AS,2019,4,LOOK,CHANGE,FAR,-0.19999999999999996,RegNeg,1.3,"a woman is looking away from a man. her hand is on her temple. the man is looking at her and talking at her. the woman is wearing yellow . a person had face all over their head a long time ago. the person's eye was closed in a place far away from h. a bottle of open pills were next to someone a long time ago. the pills were spilt in  a place fo. a man is looking scared in the camera while a woman screamed at him a long time ago. the man had a beard far from here. th. two people, a woman and a man, were sitting next to each other on a couch far from here. the couch used to be green a long time ago. a long time ago a man was holding a child. the location of the two seated is far away from here. the child was hooked up to medical devices. a man is looking somewhere far a way from here. a woman screamed a long time ago. her fingernails were red a . a woman was crying with her head in her hand. another woman was comforting her a long time ago. the incident happ. 3 medic were running with a gurney in a place far from here. a long time ago a man was lying on a gurney while it mov. a woman looks sad as she holds a man. the man has bruises on his face. he is gazing at something. the wom. "
241,YAS2019,Y,AS,2019,5,LOOK,CHANGE,FAR,0.0,RegNeg,1.7,there was a severed hand a long time ago. the hand was in a place far away from here. the hand was in a fist a long time ago. the hand used to be covered in bl. a man was covered in blood a long time ago. he was walking in a place far away from here. the man had facial hair a long time ago. his shirt was white with strips a long. there was a hand that held a knife a long time ago. the hand was shaped like a fist a long time ago in a place far away from here. the person was wearing a . a woman used to have smudged makeup a long time ago. she was holding a cigarette far away from here. he. a woman is in a man's arms a long time ago. the vehicle had blue leather seats. there was a lot of room in the vehicle. the . a man had his hand around a woman's neck a long time ago. the man and woman were in a parking lot far away from here. they were next to a car far aw. a man was holding a knife a long time ago. the person's neck was exposed in an area far from here. the person had long hair a long time . a man was swinging his arm a long time ago. the woman's head was thrown back in a place far from here. she was weari. a  person had a mask on in a place far away from here. only his eyes were  visible a long trime ago. the picture was pixilated  a long time ago. t. a tigger used to be lying in front of a crowd a long time ago. there used to be a bowl of blood in a place far away from here. there was a c. 
242,ZCR3018,Z,CR,3018,1,LOOK,LOOK,LOOK,,RegNeg,,
243,ZCS3019,Z,CS,3019,1,LOOK,LOOK,LOOK,,RegNeg,,
244,XBT1020,X,BT,1020,1,CHANGE,LOOK,OBJ,0.1888888888888891,RegNeg,4.7,"A woman's face is completely smeared with blood, except her eye area is clean. She has short orange hair. Her eye area is white. A creature has eyes and teeth that are bloodied over. The creature is human-like, somewhat ch. There are blood splatters all over the wall and on type of this person's blue bedsheets. There somes to be one person comforting the person who has been shot, th. A person's entire face and body are covered in bloody welts. The nose area in particular is extremely dark , while areas u. A man has burns all over his face. His ear, back of his head, and chin are all charred to black bits. The rest of his face seem to also be burnt, but to a l. This is a picture of a woman who is covered in blood. She has somewhat disfigured body features, like she does not have breas. A disfigured human head is on display, with the figure's teeth misaligned and an eyeball missing with the other eye closed. The nose is also disfigured, and has sunke. A woman is holding a cigarette with some type of red/black markings across her face like blood or a bruise. She looks distraught. She's wearing a red shirt. . A little African American boy has his entire right side jaw disfigured, with the skin being peeled off showing his bone and his teeth. A dentist is giving a little boy a dental cleaning. He is grimacing as she moves a toothbrush. She is also . "
245,YBT2020,Y,BT,2020,1,CHANGE,LOOK,FAR,,RegNeg,3.7777777777777777,"Someone was murdered 5 years ago in an hos. Years ago, a person is killed in a . 10 years ago, a bullet just shot through the victim's head wh. Several years ago, a child was burnt to death in an accidemt. There was an accident happened ten years ago, in whihc . The boy didn't manage to las. Due to the explosion of hazardous chemicals, the person's . A long time ago, a guy was wunded on his face. He was s. 20 years ago, the boy's face got completely burnt in the wo. 10 years ago, the dentist did a surgery to remove the bad tooth out . "
246,ZCT3020,Z,CT,3020,1,LOOK,LOOK,LOOK,,RegNeg,,
247,ZCS3019,Z,CS,3019,2,LOOK,LOOK,LOOK,,RegNeg,,
248,XAQ1021,X,AQ,1021,1,LOOK,CHANGE,OBJ,1.3888888888888888,RegNeg,2.5,"Tw. A small child with some disability is sitting in a yellow stroller, while in a hospit. A gun is being held by two hands with the fingers on the trigger. The person holding the gun is wearing a jean jacket. . A small hand gun pointed the the leftside of the picture and a person holding it with their right hand. Two men are entering a building with machine guns. THe picture is blured from being taken while in motion. both men a wear. A young African child running, while a man with a machine gun crouching in the background near a bush. . A man wearing a white towel over his face and holding a gun in his right hand. He is wearing a black shirt. . Three men are in the picture. The left most one is white and wearing sunglasses. The other two are African America. An African american man holding a gun while wearing a white shirt and jean jacket and sunglasses. . A white male is holding a machine gun pointed at the viewer in the picture. He is wearing camo and . "
249,ZCR3018,Z,CR,3018,2,LOOK,LOOK,LOOK,,RegNeg,,
250,ZCT3020,Z,CT,3020,2,LOOK,LOOK,LOOK,,RegNeg,,
251,YBT2020,Y,BT,2020,2,CHANGE,LOOK,FAR,-0.40000000000000013,RegNeg,1.8,"Years ago, a tumor was discovered in her body during the surgery . The woman was shocked and pulled the man to her at the moment. the boy hid himself in the closet, however was found by his mo. The little girl ran into her folks' quarrel when she . the man wants to fight the other man. the girl was killed, teared to pieces after being raped b. 5 years ago, the girl was standing in the middle of the forest and wanted t. Several years ago, there was an argument between the daughter and her mom. the woman went mad during her fight with the husband and yelled at him frenzily. the girl and the boy was arguring bout . "
252,XBT1020,X,BT,1020,2,CHANGE,LOOK,OBJ,-0.06666666666666643,RegNeg,2.4,"It looks like this is a mouth with ulcers or developing teeth. The texture seems slimy and gooey. Everything is bloody, beca. A woman is grabbing a man by his tank top straps as he is looking away. She has a very angry expression on her face, with extremely defined and dark eyes and brows.. A woman is pointing a finger at a young boy who is sitting inside a closet. He is wearing a green shirt. The woman is wearing black jeans. The boy looks a . A little girl is holding her teddy bear while watching her mother yell at her father. The kitchen area the parents are standi. One man in a black business suit is grabbing another white man by the collars of his suit in a very menacing way. The man being grabbed does . A little girl has half her face blown off. Her forehead is practically missing, and her. The woman is grabbing what looks like flower petals or red butterflies, while a man in blue stands in front of her. T. A mother is gesturing to a woman who looks like her daughter, as the daughter is placing her hands on her head. She is wearing a blue shirt; . A woman is grabbing a man's collar while screaming, and he is looking a little distraught and scared of the woman. She is wearing a white . A man and a woman seem to be arguing. The woman is gesturing and looking up at the another man, who has his hands on his hips. The background is brick. The . "
253,XBT1020,X,BT,1020,3,CHANGE,LOOK,OBJ,-0.10000000000000009,RegNeg,2.6,"A little boy is crying while a man wearing a silver watch holds him. Another man is behind the man wearing the silver watch, but we cannot see much of his body or facial expres. There is a human baby figure under ground hidden beneath a bunch of rubble and dirt. There is a hand that is swiping otver the figure's fac. A man is pointing a gun at the camera. The man has short hair. He seems to be pretty young, like a teenager or young adult. He is white. The pistol . There are hands that are pointing a gun at the man's head, though it is uncertain if it's his own hands or someone else. The background is primarily black, with . One person is pointing a gun at a black man who is driving a car. The man holding the gun has sunglasses on and appears to be yelling. The man in t. A group of belligerent men are about to damage a car. One of them is holding a baseball bat, while the others seem to be pulling on the handles, screaming, and pulling out a gun. Th. A couple of soldiers are on the left side of the image, with one of them gesturing to the right. A man is running towards the right, though it looks lik. A man in this picture is holding a rifle and has what looks like other weapons all over his bed.. He is wearing a leather jakcet. His room has an old-fashioned flower wallpaper t. A man is lying on the floor with a gunshot wound as the left side of his chest is bleeding. Another woman police officer is investigating the scene, as she stands behind the man holding a cl. A black woman is on the ground screaming, while a little girl is pulling on her shoulders also crying. They watch as a police officers arrests a . "
254,XAQ1021,X,AQ,1021,2,LOOK,CHANGE,OBJ,1.6,RegNeg,2.9,The severed hand of an individual covered in blood. Mostly at the end and lying on a blue blanket. A man who is shouting has blood covering his face and torso. HE is wearing a coloful tie nand white shirt . A hand is holding a knife that appears to be in motion. . A woman holding a cigarette in her left hand and is wearing eye liner. . A man wearing a blue shirt and jeans and a woman wearing a green and white shirt with read shorts appear to be in a struggle infro. A man in a red shirt appears to be choking a woman with his right hand. She is using both of her hands to try and dislodge . A man is holding a knife to the throat of a woman. It is a double edged knife and he is wearing gloves. Both people are w. A blurry picture showing a woman with her hair in motion and a man standing opposite to her. A individual under a black mask with only the eyes and mouth showing. . A woman is letting the blood out of a tiger in preparation of cooking it. There are people in the background wearing . 
255,ZCT3020,Z,CT,3020,3,LOOK,LOOK,LOOK,,RegNeg,,
